City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Jose,US,2022-03-11 22:32:38,37.3394,-121.895,76.53,13,0,9.22
296,Faanui,PF,2022-03-11 22:36:40,-16.4833,-151.75,81.55,69,24,9.8
297,Frontera,MX,2022-03-11 22:36:40,26.9333,-101.45,62.44,33,0,20.09
298,Severo-Kurilsk,RU,2022-03-11 22:32:18,50.6789,156.125,32.14,93,100,3.51
299,Klaksvik,FO,2022-03-11 22:30:57,62.2266,-6.589,47.32,92,100,39.97
300,Tazovskiy,RU,2022-03-11 22:32:15,67.4667,78.7,-19.21,100,28,8.05
301,Sorochinsk,RU,2022-03-11 22:36:40,52.4338,53.1583,10.56,93,96,6.87
302,Yulara,AU,2022-03-11 22:36:41,-25.2406,130.9889,67.84,30,0,8.05
303,Baragua,CU,2022-03-11 22:36:41,21.6967,-78.6328,81.73,63,18,6.73
304,Norilsk,RU,2022-03-11 22:36:41,69.3535,88.2027,-27.26,99,96,7.05
305,Umm Lajj,SA,2022-03-11 22:36:42,25.0213,37.2685,64.33,52,59,17.27
306,Boda,CF,2022-03-11 22:36:42,4.3189,17.4695,73.24,75,100,3.18
307,Nyzhnya Duvanka,UA,2022-03-11 22:36:42,49.5846,38.1743,4.41,96,11,7.18
308,Yanam,IN,2022-03-11 22:36:42,16.7333,82.2167,68.79,87,0,0.54
309,Taormina,IT,2022-03-11 22:36:43,37.8536,15.2885,50.29,79,90,6.35
310,Maiduguri,NG,2022-03-11 22:36:43,11.8464,13.1603,76.62,22,39,8.59
311,Tsabong,BW,2022-03-11 22:36:43,-26.0217,22.401,74.59,64,43,8.01
312,Medea,DZ,2022-03-11 22:36:43,36.2642,2.7539,50.47,75,100,3.2
313,Kandy,LK,2022-03-11 22:36:44,7.2955,80.6356,66.34,93,48,3.27
314,Avera,US,2022-03-11 22:27:47,33.194,-82.5271,56.37,91,100,5.5
315,La Palma,US,2022-03-11 22:36:44,33.8464,-118.0467,79.5,18,0,9.22
316,Eyl,SO,2022-03-11 22:32:00,7.9803,49.8164,74.5,76,92,10.33
317,Okhotsk,RU,2022-03-11 22:36:45,59.3833,143.3,7.95,78,98,17.29
318,Codrington,AU,2022-03-11 22:36:45,-38.2667,141.9667,58.96,61,2,7.52
319,Kermanshah,IR,2022-03-11 22:36:45,34.3142,47.065,41.9,42,40,0.0
320,San Luis,AR,2022-03-11 22:33:22,-33.295,-66.3356,69.69,34,32,13.65
321,Atar,MR,2022-03-11 22:36:46,20.5169,-13.0499,72.09,9,0,9.17
322,Kongolo,CD,2022-03-11 22:36:46,-5.3833,27.0,71.83,95,90,3.44
323,Shonguy,RU,2022-03-11 22:37:16,68.7526,33.146,30.27,86,0,6.71
324,Fortuna,US,2022-03-11 22:37:16,40.5982,-124.1573,65.86,68,0,13.8
325,Meulaboh,ID,2022-03-11 22:37:17,4.1363,96.1285,76.44,88,91,2.91
326,Awbari,LY,2022-03-11 22:37:17,26.5921,12.7805,52.63,29,0,8.01
327,Gazli,UZ,2022-03-11 22:37:17,40.1333,63.45,54.27,94,99,7.65
328,Cukai,MY,2022-03-11 22:37:18,4.25,103.4167,77.0,89,71,5.28
329,Tateyama,JP,2022-03-11 22:37:18,34.9833,139.8667,51.1,55,0,6.58
330,Zhaotong,CN,2022-03-11 22:37:18,27.3167,103.7167,51.75,92,60,4.76
331,Karasjok,NO,2022-03-11 22:37:19,69.4719,25.5112,25.45,97,100,3.69
332,Kerouane,GN,2022-03-11 22:37:19,9.2667,-9.0167,81.63,18,99,2.24
333,Lagoa,PT,2022-03-11 22:31:01,39.05,-27.9833,58.42,75,100,18.84
334,Kununurra,AU,2022-03-11 22:37:19,-15.7667,128.7333,75.18,94,100,10.36
335,Vilyuysk,RU,2022-03-11 22:37:19,63.7553,121.6247,-19.07,100,100,2.77
336,Sao Joao Da Barra,BR,2022-03-11 22:35:58,-21.6403,-41.0511,79.09,84,1,16.89
337,Bachaquero,VE,2022-03-11 22:37:20,9.9694,-71.1494,79.3,81,90,0.38
338,Geraldton,AU,2022-03-11 22:37:20,-28.7667,114.6,66.61,94,29,3.44
339,Port-Gentil,GA,2022-03-11 22:37:20,-0.7193,8.7815,82.18,81,100,13.76
340,Waipawa,NZ,2022-03-11 22:37:21,-41.4122,175.5153,68.59,69,81,10.85
341,Cabo San Lucas,MX,2022-03-11 22:37:21,22.8909,-109.9124,79.18,58,0,11.5
342,Smithers,CA,2022-03-11 22:37:21,54.7804,-127.1743,44.92,61,75,8.05
343,Great Falls,US,2022-03-11 22:37:21,47.5002,-111.3008,43.99,40,0,25.32
344,Mbala,ZM,2022-03-11 22:37:22,-8.8402,31.3659,61.12,90,100,3.89
345,Husavik,IS,2022-03-11 22:37:22,66.0449,-17.3389,33.15,85,100,9.55
346,Sokoni,TZ,2022-03-11 22:37:22,-6.4333,39.55,80.46,74,54,12.21
347,Lubyany,RU,2022-03-11 22:37:23,56.0378,51.4,-2.88,100,95,4.07
348,Kiama,AU,2022-03-11 22:37:23,-34.6833,150.8667,66.38,94,94,5.61
349,Baiyin,CN,2022-03-11 22:37:23,36.5583,104.2081,43.12,35,30,3.2
350,Seymchan,RU,2022-03-11 22:37:23,62.8833,152.4333,0.95,96,79,2.01
351,Pareora,NZ,2022-03-11 22:37:24,-44.4871,171.2132,74.17,24,43,11.27
352,Grande Prairie,CA,2022-03-11 22:36:39,55.1667,-118.8027,32.18,64,75,2.3
353,Vanino,RU,2022-03-11 22:37:25,49.0869,140.2543,23.97,87,99,4.76
354,Jutai,BR,2022-03-11 22:37:25,-5.1833,-68.9,77.31,90,96,2.08
355,Ilulissat,GL,2022-03-11 22:37:25,69.2167,-51.1,5.02,72,75,6.91
356,Zlobin,HR,2022-03-11 22:37:26,45.2924,14.6541,31.3,39,0,4.61
357,Tual,ID,2022-03-11 22:37:26,-5.6667,132.75,82.42,74,97,5.57
358,Bolshoye Nagatkino,RU,2022-03-11 22:37:26,54.5196,47.9679,-6.3,100,99,4.76
359,Dakar,SN,2022-03-11 22:34:56,14.6937,-17.4441,77.88,69,1,12.95
360,Vilhena,BR,2022-03-11 22:37:27,-12.7406,-60.1458,73.62,94,40,1.14
361,Coxim,BR,2022-03-11 22:37:27,-18.5067,-54.76,78.03,78,100,4.05
362,Gora,PL,2022-03-11 22:35:08,51.6664,16.5349,31.68,37,1,13.33
363,Ferry Pass,US,2022-03-11 22:37:27,30.5102,-87.2125,75.2,89,75,6.91
364,Madaoua,NE,2022-03-11 22:37:27,14.073,5.96,80.49,19,46,9.33
365,Acapulco,MX,2022-03-11 22:29:38,16.8634,-99.8901,78.62,78,0,11.5
366,Bengkulu,ID,2022-03-11 22:37:28,-3.8004,102.2655,75.15,89,99,4.25
367,Faya,SA,2022-03-11 22:31:09,18.3851,42.4509,60.91,71,35,2.46
368,Komsomolskiy,UZ,2022-03-11 22:37:58,40.4272,71.7189,50.72,87,75,0.0
369,Santa Maria,BR,2022-03-11 22:36:36,-29.6842,-53.8069,69.1,78,20,4.61
370,Saint Anthony,US,2022-03-11 22:37:59,45.0205,-93.218,12.87,54,75,21.85
371,Davila,PH,2022-03-11 22:37:59,18.4726,120.5763,75.18,85,29,16.78
372,Lundazi,ZM,2022-03-11 22:37:59,-12.2929,33.1782,64.24,97,100,4.18
373,Jodhpur,IN,2022-03-11 22:38:00,26.2867,73.03,72.93,27,0,6.13
374,Saint-Pierre,RE,2022-03-11 22:38:00,-21.3393,55.4781,75.9,72,0,6.91
375,Fort Nelson,CA,2022-03-11 22:38:00,58.8053,-122.7002,15.39,67,100,4.61
376,Leesburg,US,2022-03-11 22:38:01,39.1157,-77.5636,61.48,55,17,11.01
377,Bac Lieu,VN,2022-03-11 22:38:01,9.285,105.7244,77.72,81,99,3.33
378,Ahuimanu,US,2022-03-11 22:38:01,21.4447,-157.8378,85.71,62,75,12.66
379,Brora,GB,2022-03-11 22:38:02,58.0099,-3.8518,48.16,88,100,19.28
380,Isangel,VU,2022-03-11 22:38:02,-19.55,169.2667,83.97,68,6,1.28
381,Caravelas,BR,2022-03-11 22:38:02,-17.7125,-39.2481,76.46,85,84,4.99
382,Alta,NO,2022-03-11 22:38:02,69.9689,23.2717,33.06,72,0,2.3
383,Ust-Koksa,RU,2022-03-11 22:38:03,50.2696,85.6108,15.53,89,100,0.72
384,Nizwa,OM,2022-03-11 22:38:03,22.9333,57.5333,72.81,32,18,1.07
385,Tierralta,CO,2022-03-11 22:38:03,8.1736,-76.0592,82.42,74,36,7.74
386,Muros,ES,2022-03-11 22:38:04,42.7762,-9.0603,47.68,91,45,9.04
387,Rampura,IN,2022-03-11 22:38:04,30.25,75.2333,59.31,40,0,4.14
388,Upata,VE,2022-03-11 22:38:04,8.0086,-62.3989,72.19,91,73,6.2
389,Tahe,CN,2022-03-11 22:38:05,52.3333,124.7333,3.6,91,34,3.02
390,Vanimo,PG,2022-03-11 22:31:07,-2.6741,141.3028,81.03,79,99,4.16
391,Bubaque,GW,2022-03-11 22:38:05,11.2833,-15.8333,75.63,72,8,12.28
392,Jaguariaiva,BR,2022-03-11 22:37:03,-24.2511,-49.7058,66.83,97,96,4.16
393,Sarangani,PH,2022-03-11 22:38:05,5.4033,125.4636,83.21,78,87,15.37
394,Cayenne,GF,2022-03-11 22:38:05,4.9333,-52.3333,81.09,55,100,5.75
395,Yumen,CN,2022-03-11 22:38:06,40.2833,97.2,44.6,29,99,3.09
396,Kamenka,RU,2022-03-11 22:38:06,51.3223,42.7678,-6.18,100,33,6.76
397,Namatanai,PG,2022-03-11 22:38:07,-3.6667,152.4333,84.0,62,95,5.12
398,Ilo,PE,2022-03-11 22:38:07,-17.6394,-71.3375,71.73,87,77,6.17
399,Pinotepa Nacional,MX,2022-03-11 22:38:07,16.3167,-98.0167,85.96,44,74,10.6
400,Imeni Zhelyabova,RU,2022-03-11 22:38:07,58.9544,36.5956,28.02,98,100,4.09
401,Conde,BR,2022-03-11 22:38:08,-7.2597,-34.9075,80.06,83,20,6.91
402,Tezu,IN,2022-03-11 22:38:08,27.9167,96.1667,68.92,26,55,4.41
403,Abohar,IN,2022-03-11 22:38:08,30.15,74.1833,61.45,39,3,2.33
404,Uruacu,BR,2022-03-11 22:35:00,-14.5247,-49.1408,73.11,86,60,1.3
405,Hihya,EG,2022-03-11 22:38:09,30.6713,31.588,43.99,73,100,4.5
406,Lavrentiya,RU,2022-03-11 22:38:09,65.5833,-171.0,16.09,74,1,9.28
407,Praia,CV,2022-03-11 22:38:10,14.9215,-23.5087,72.14,73,40,21.85
408,Horodnytsya,UA,2022-03-11 22:38:10,50.807,27.3168,25.32,57,53,3.98
409,Mayo,US,2022-03-11 22:28:56,38.8876,-76.5119,61.18,68,0,15.99
410,Hamilton,US,2022-03-11 22:34:59,39.1834,-84.5333,36.99,82,100,18.41
411,Visnes,NO,2022-03-11 22:38:10,59.3556,5.2242,42.85,33,5,23.02
412,Pundaguitan,PH,2022-03-11 22:38:11,6.3711,126.1689,82.56,76,100,7.99
413,Seddon,AU,2022-03-11 22:38:41,-37.8068,144.8916,64.81,80,75,3.44
414,Constitucion,CL,2022-03-11 22:38:41,-35.3333,-72.4167,61.02,76,0,6.04
415,Buriti Bravo,BR,2022-03-11 22:37:21,-5.8372,-43.8336,72.45,97,99,2.91
416,Mahibadhoo,MV,2022-03-11 22:38:42,3.7833,72.9667,81.82,71,3,5.1
417,Tyazhinskiy,RU,2022-03-11 22:38:42,56.116,88.524,-18.24,100,100,3.38
418,Caraquet,CA,2022-03-11 22:38:42,47.7941,-64.9386,23.54,78,100,5.84
419,Bud,US,2022-03-11 22:38:43,39.447,-86.1758,30.67,74,100,12.46
420,Asau,RO,2022-03-11 22:38:43,46.4333,26.4,23.92,91,100,8.08
421,Kupang,ID,2022-03-11 22:38:43,-10.1667,123.5833,78.48,83,56,5.46
422,Dalvik,IS,2022-03-11 22:38:44,65.9702,-18.5286,37.33,73,100,8.12
423,Businga,CD,2022-03-11 22:38:44,3.3333,20.8833,70.48,98,97,2.26
424,Sivas,TR,2022-03-11 22:38:44,39.7916,37.0019,12.83,92,100,9.22
425,Dutlwe,BW,2022-03-11 22:38:44,-23.9833,23.9,71.4,49,5,9.6
426,Todos Santos,MX,2022-03-11 22:38:45,23.45,-110.2167,70.66,59,1,11.01
427,El Dorado,US,2022-03-11 22:38:45,38.7666,-120.5177,62.92,28,4,3.0
428,Byron Bay,AU,2022-03-11 22:34:39,-28.65,153.6167,69.94,78,99,8.88
429,Petropavl,KZ,2022-03-11 22:38:45,54.8753,69.1628,-3.3,92,100,9.69
430,Mundra,IN,2022-03-11 22:38:46,22.85,69.7333,78.84,36,0,8.99
431,Mahajanga,MG,2022-03-11 22:38:46,-15.7167,46.3167,78.82,94,40,2.3
432,Nhamunda,BR,2022-03-11 22:38:46,-2.1861,-56.7131,74.52,93,72,3.38
433,Filadelfia,US,2022-03-11 22:34:15,39.9523,-75.1638,58.5,46,20,10.36
434,Khorramshahr,IR,2022-03-11 22:38:47,30.4397,48.1664,66.16,39,0,6.91
435,Evensk,RU,2022-03-11 22:38:47,61.95,159.2333,22.32,61,70,10.18
436,Leshukonskoye,RU,2022-03-11 22:38:47,64.8989,45.7622,24.57,97,99,5.06
437,Hammerfest,NO,2022-03-11 22:38:47,70.6634,23.6821,36.05,100,75,0.0
438,Tatawin,TN,2022-03-11 22:38:48,32.9297,10.4518,56.35,38,5,3.96
439,Athabasca,CA,2022-03-11 22:37:44,54.7169,-113.2854,16.21,93,100,11.59
440,Fare,PF,2022-03-11 22:38:48,-16.7,-151.0167,81.3,71,27,9.62
441,Kuching,MY,2022-03-11 22:38:48,1.55,110.3333,77.22,88,20,0.0
442,Portland,US,2022-03-11 22:35:56,45.5234,-122.6762,62.67,37,0,5.75
443,Obera,AR,2022-03-11 22:38:49,-27.4871,-55.1199,64.35,94,89,4.34
444,Sretensk,RU,2022-03-11 22:38:49,52.2453,117.7093,10.38,93,100,3.4
445,Morrope,PE,2022-03-11 22:38:49,-6.5417,-80.0111,78.91,62,12,16.67
446,Kasongo-Lunda,CD,2022-03-11 22:38:50,-6.4667,16.8167,70.74,95,97,1.41
447,Richards Bay,ZA,2022-03-11 22:34:07,-28.783,32.0377,72.46,92,35,4.03
448,Peniche,PT,2022-03-11 22:38:50,39.3558,-9.3811,50.56,87,15,3.42
449,College,US,2022-03-11 22:38:50,64.8569,-147.8028,21.97,35,20,10.36
450,Tenenkou,ML,2022-03-11 22:38:51,14.4572,-4.9169,82.4,11,45,10.47
451,Ostrovnoy,RU,2022-03-11 22:31:03,68.0531,39.5131,28.83,84,97,19.82
452,Pangody,RU,2022-03-11 22:38:51,65.85,74.4859,-11.25,100,48,9.48
453,Irtyshskiy,RU,2022-03-11 22:38:51,58.3333,68.1333,-20.42,100,80,3.09
454,Collie,AU,2022-03-11 22:38:51,-33.3667,116.15,66.92,72,49,7.2
455,Le Passage,FR,2022-03-11 22:37:56,44.2014,0.6028,49.75,100,100,3.44
456,Petropavlovsk-Kamchatskiy,RU,2022-03-11 22:38:52,53.0452,158.6483,28.99,86,75,2.24
457,Vuktyl,RU,2022-03-11 22:38:52,63.8567,57.3094,11.57,93,100,13.29
458,Goderich,CA,2022-03-11 22:38:51,43.7501,-81.7165,26.91,86,100,8.05
459,Beloha,MG,2022-03-11 22:39:22,-25.1667,45.05,74.34,86,31,15.05
460,Aykhal,RU,2022-03-11 22:39:23,66.0,111.5,-11.85,100,100,3.02
461,Pavlogradka,RU,2022-03-11 22:39:23,54.2024,73.5592,-0.02,92,100,11.92
462,Ternate,ID,2022-03-11 22:39:23,0.8,127.4,81.59,80,99,4.59
463,Labrea,BR,2022-03-11 22:39:24,-7.2586,-64.7981,76.87,92,67,1.32
464,Catio,GW,2022-03-11 22:39:24,11.2833,-15.25,73.17,75,27,1.41
465,Usogorsk,RU,2022-03-11 22:39:24,63.4106,48.6872,19.89,96,100,6.11
466,Dinguiraye,GN,2022-03-11 22:39:24,11.3,-10.7167,81.23,14,69,1.92
467,Coquimbo,CL,2022-03-11 22:39:25,-29.9533,-71.3436,62.33,77,20,11.5
468,Normandin,CA,2022-03-11 22:36:38,48.8333,-72.5321,19.71,49,98,2.3
469,Sinnamary,GF,2022-03-11 22:39:25,5.3833,-52.95,76.71,87,98,10.45
470,Khani,GE,2022-03-11 22:39:26,41.9563,42.9566,27.97,98,100,3.04
471,Zhanakorgan,KZ,2022-03-11 22:39:26,43.9098,67.2495,52.05,73,99,6.87
472,Bilibino,RU,2022-03-11 22:39:26,68.0546,166.4372,12.22,57,0,2.26
473,Lata,PT,2022-03-11 22:39:27,40.1629,-8.3327,47.07,94,14,2.35
474,Odlabari,IN,2022-03-11 22:39:27,26.8333,88.6167,68.65,33,0,5.06
475,Luganville,VU,2022-03-11 22:39:27,-15.5333,167.1667,85.24,69,63,6.15
476,Tigil,RU,2022-03-11 22:39:28,57.8,158.6667,12.96,78,6,2.84
477,Okato,NZ,2022-03-11 22:39:28,-39.2,173.8833,68.92,90,99,2.59
478,Hailar,CN,2022-03-11 22:39:28,49.2,119.7,15.84,75,100,15.46
479,Takoradi,GH,2022-03-11 22:39:29,4.8845,-1.7554,81.07,83,77,7.25
480,Shache,CN,2022-03-11 22:39:29,38.4167,77.2406,52.57,22,87,6.64
481,Tymovskoye,RU,2022-03-11 22:39:29,50.8456,142.655,23.32,91,100,4.74
482,Bell Ville,AR,2022-03-11 22:39:29,-32.6259,-62.6887,66.67,60,0,7.02
483,Kandi,BJ,2022-03-11 22:39:30,11.1342,2.9386,86.88,14,41,3.85
484,Puerto Ayacucho,VE,2022-03-11 22:39:30,5.6639,-67.6236,75.07,91,100,10.36
485,Leningradskiy,RU,2022-03-11 22:39:30,69.3833,178.4167,6.75,78,1,1.19
486,Atakpame,TG,2022-03-11 22:39:31,7.5333,1.1333,80.29,68,57,7.18
487,Nago,JP,2022-03-11 22:39:31,26.5881,127.9761,65.25,73,0,7.76
488,Quelimane,MZ,2022-03-11 22:31:07,-17.8786,36.8883,79.21,78,99,7.61
489,Pudozh,RU,2022-03-11 22:39:31,61.8099,36.5345,30.18,96,96,3.11
490,Kaseda,JP,2022-03-11 22:39:32,31.4167,130.3167,59.72,76,7,3.22
491,Dunedin,NZ,2022-03-11 22:39:32,-45.8742,170.5036,61.81,61,100,21.0
492,Nouadhibou,MR,2022-03-11 22:39:32,20.931,-17.0347,67.98,60,0,26.46
493,Haines Junction,CA,2022-03-11 22:39:33,60.7522,-137.5108,30.15,64,100,6.91
494,Sena Madureira,BR,2022-03-11 22:39:33,-9.0656,-68.6569,75.85,94,59,1.41
495,Balkhash,KZ,2022-03-11 22:39:33,46.844,74.9804,28.65,88,100,10.22
496,Chinhoyi,ZW,2022-03-11 22:39:33,-17.3667,30.2,64.04,86,79,4.05
497,Nelson Bay,AU,2022-03-11 22:39:34,-32.7167,152.15,69.01,87,23,1.01
498,Santa Cruz,BO,2022-03-11 22:39:34,-17.8,-63.1667,75.25,64,75,12.66
499,Shabqadar,PK,2022-03-11 22:39:34,34.2139,71.5552,62.82,37,49,3.53
500,Tianpeng,CN,2022-03-11 22:39:35,30.9866,103.9393,63.07,63,91,4.63
501,Champasak,LA,2022-03-11 22:39:35,14.75,106.0,70.57,72,94,1.68
502,Gilgit,PK,2022-03-11 22:39:35,35.9221,74.3087,43.39,59,99,2.19
503,Nabire,ID,2022-03-11 22:40:06,-3.3667,135.4833,79.65,77,99,2.35
504,Urucui,BR,2022-03-11 22:40:06,-7.2294,-44.5561,76.64,88,99,2.62
505,Meligalas,GR,2022-03-11 22:40:06,37.2167,21.9667,41.47,81,90,2.3
506,Buchanan,LR,2022-03-11 22:40:07,5.8808,-10.0467,80.08,87,96,8.25
507,San Martin,AR,2022-03-11 22:40:07,-33.081,-68.4681,77.54,29,1,6.8
508,Jalu,LY,2022-03-11 22:40:07,29.0331,21.5482,54.32,42,52,5.84
509,Itarema,BR,2022-03-11 22:40:08,-2.9248,-39.9167,75.67,89,100,4.79
510,North Bend,US,2022-03-11 22:40:08,43.4065,-124.2243,66.24,76,0,5.75
511,Porto Velho,BR,2022-03-11 22:40:08,-8.7619,-63.9039,82.45,78,20,3.44
512,Kilindoni,TZ,2022-03-11 22:40:09,-7.9139,39.6668,80.89,76,97,13.44
513,Hay River,CA,2022-03-11 22:40:09,60.8156,-115.7999,6.78,61,100,10.36
514,Beringovskiy,RU,2022-03-11 22:40:09,63.05,179.3167,9.27,79,3,9.31
515,Russell,US,2022-03-11 22:40:10,32.3502,-85.1999,63.12,88,100,0.0
516,Kulhudhuffushi,MV,2022-03-11 22:40:10,6.6221,73.07,82.04,69,2,5.3
517,Clarksburg,US,2022-03-11 22:40:10,39.2807,-80.3445,62.71,39,20,9.22
518,Dire Dawa,ET,2022-03-11 22:40:11,9.5931,41.8661,70.32,59,82,1.72
519,Berlevag,NO,2022-03-11 22:40:11,70.8578,29.0864,33.6,77,95,13.94
520,Plettenberg Bay,ZA,2022-03-11 22:40:11,-34.0527,23.3716,70.99,93,100,1.32
521,Punta Gorda,US,2022-03-11 22:39:21,26.9298,-82.0454,84.25,70,20,17.0
522,Sumbawanga,TZ,2022-03-11 22:40:12,-7.9667,31.6167,58.05,85,98,2.06
523,Venice,US,2022-03-11 22:39:18,27.0998,-82.4543,82.15,88,0,12.66
524,Ust-Ishim,RU,2022-03-11 22:40:12,57.6935,71.1665,-17.97,100,98,3.33
525,Atambua,ID,2022-03-11 22:40:12,-9.1061,124.8925,76.1,88,43,2.8
526,Sitka,US,2022-03-11 22:40:13,57.0531,-135.33,42.69,75,100,12.66
527,Kloulklubed,PW,2022-03-11 22:40:13,7.0419,134.2556,79.3,79,91,15.66
528,Panaba,MX,2022-03-11 22:40:13,21.2833,-88.2667,92.64,27,6,16.02
529,Vung Tau,VN,2022-03-11 22:40:14,10.346,107.0843,77.36,79,98,7.81
530,Soller,ES,2022-03-11 22:40:14,39.7662,2.7152,57.85,88,100,1.99
531,Port Macquarie,AU,2022-03-11 22:40:14,-31.4333,152.9167,69.89,70,57,2.84
532,Nanyamba,TZ,2022-03-11 22:40:14,-10.6833,39.8333,71.17,97,100,4.21
533,Gravelbourg,CA,2022-03-11 22:40:15,49.8834,-106.5512,5.27,83,88,8.72
534,Iglesias,IT,2022-03-11 22:40:15,39.3114,8.535,53.02,84,100,8.39
